,constructorId,driverId,fastestLap,fastestLapSpeed,fastestLapTime,grid,laps,milliseconds,number,points,position,positionOrder,positionText,raceId,rank,resultId,statusId,time
0,66,459,0,0.0,,0,0,0,0,0,0,19,W,732,0,17716,54,00:00:00
1,95,462,0,0.0,,0,0,0,0,0,0,20,W,732,0,17717,54,00:00:00
2,172,446,0,0.0,,0,0,0,0,0,0,21,W,732,0,17718,54,00:00:00
3,170,437,0,0.0,,0,0,0,0,0,0,22,W,732,0,17719,54,00:00:00
4,26,305,0,0.0,,0,0,0,0,0,0,23,W,728,0,20322,54,00:00:00
5,172,485,0,0.0,,0,0,0,0,0,0,28,W,741,0,17940,54,00:00:00
6,82,306,0,0.0,,0,0,0,1,0,0,18,F,680,0,16648,81,00:00:00
7,54,403,0,0.0,,0,0,0,1,0,0,18,W,719,0,17412,54,00:00:00
8,92,429,0,0.0,,0,0,0,1,0,0,21,W,709,0,17209,54,00:00:00
9,6,222,0,0.0,,0,0,0,1,0,0,26,F,510,0,12347,81,00:00:00
10,34,137,0,0.0,,0,0,0,1,0,0,28,F,473,0,11277,81,00:00:00
11,176,309,0,0.0,,0,0,0,2,0,0,18,F,709,0,17206,81,00:00:00
12,54,394,0,0.0,,0,0,0,2,0,0,19,W,719,0,17413,54,00:00:00
13,32,357,0,0.0,,0,0,0,2,0,0,20,F,645,0,15953,81,00:00:00
14,32,138,0,0.0,,0,0,0,2,0,0,27,F,374,0,8581,81,00:00:00
15,32,138,0,0.0,,0,0,0,2,0,0,28,F,377,0,8675,81,00:00:00
16,3,172,0,0.0,,0,0,0,2,0,0,28,F,464,0,11023,81,00:00:00
17,3,172,0,0.0,,0,0,0,2,0,0,29,F,465,0,11053,81,00:00:00
18,152,749,0,0.0,,0,0,0,2,0,0,32,W,821,0,19767,54,00:00:00
19,191,356,0,0.0,,0,0,0,3,0,0,14,W,668,0,16416,54,00:00:00
20,176,428,0,0.0,,0,0,0,3,0,0,19,F,709,0,17207,81,00:00:00
21,6,13,0,0.0,,0,0,0,3,0,0,20,W,10,0,7753,54,00:00:00
22,172,397,0,0.0,,0,0,0,3,0,0,21,W,720,0,17440,54,00:00:00
23,66,459,0,0.0,,0,0,0,3,0,0,21,W,731,0,17692,54,00:00:00
24,25,84,0,0.0,,0,0,0,3,0,0,22,F,441,0,10382,81,00:00:00
25,25,158,0,0.0,,0,0,0,3,0,0,25,F,493,0,11870,81,00:00:00
26,170,508,0,0.0,,0,0,0,3,0,0,25,W,752,0,18233,54,00:00:00
27,25,84,0,0.0,,0,0,0,3,0,0,26,F,444,0,10466,81,00:00:00
28,25,138,0,0.0,,0,0,0,3,0,0,26,W,333,0,7453,54,00:00:00
29,25,156,0,0.0,,0,0,0,3,0,0,27,F,371,0,8481,81,00:00:00
30,25,156,0,0.0,,0,0,0,3,0,0,27,F,383,0,8860,81,00:00:00
31,25,140,0,0.0,,0,0,0,3,0,0,27,F,447,0,10548,81,00:00:00
32,25,156,0,0.0,,0,0,0,3,0,0,28,F,375,0,8613,81,00:00:00
33,6,501,0,0.0,,0,0,0,4,0,0,16,W,795,0,19149,54,00:00:00
34,105,609,0,0.0,,0,0,0,4,0,0,19,F,777,0,18755,81,00:00:00
35,95,551,0,0.0,,0,0,0,4,0,0,21,F,756,0,18309,81,00:00:00
36,25,185,0,0.0,,0,0,0,4,0,0,22,F,423,0,9918,81,00:00:00
37,66,453,0,0.0,,0,0,0,4,0,0,22,W,731,0,17693,54,00:00:00
38,131,478,0,0.0,,0,0,0,4,0,0,23,F,793,0,19100,81,00:00:00
39,66,460,0,0.0,,0,0,0,4,0,0,23,W,731,0,17694,54,00:00:00
40,25,214,0,0.0,,0,0,0,4,0,0,25,F,483,0,11569,81,00:00:00
41,25,105,0,0.0,,0,0,0,4,0,0,25,F,489,0,11751,81,00:00:00
42,25,185,0,0.0,,0,0,0,4,0,0,26,D,447,0,10547,2,00:00:00
43,25,105,0,0.0,,0,0,0,4,0,0,27,F,357,0,7938,81,00:00:00
44,25,65,0,0.0,,0,0,0,4,0,0,27,F,368,0,8365,81,00:00:00
45,25,141,0,0.0,,0,0,0,4,0,0,27,F,372,0,8520,81,00:00:00
46,25,141,0,0.0,,0,0,0,4,0,0,27,F,384,0,8891,81,00:00:00
47,25,84,0,0.0,,0,0,0,4,0,0,27,F,429,0,10077,81,00:00:00
48,25,191,0,0.0,,0,0,0,4,0,0,27,F,446,0,10521,81,00:00:00
49,25,141,0,0.0,,0,0,0,4,0,0,28,F,378,0,8706,81,00:00:00
50,25,141,0,0.0,,0,0,0,4,0,0,28,F,387,0,8985,81,00:00:00
51,25,141,0,0.0,,0,0,0,4,0,0,29,F,380,0,8769,81,00:00:00
52,25,141,0,0.0,,0,0,0,4,0,0,29,F,381,0,8800,81,00:00:00
53,25,141,0,0.0,,0,0,0,4,0,0,29,F,385,0,8924,81,00:00:00
54,25,105,0,0.0,,0,0,0,4,0,0,29,F,492,0,11844,81,00:00:00
55,25,141,0,0.0,,0,0,0,4,0,0,30,F,374,0,8584,81,00:00:00
56,25,141,0,0.0,,0,0,0,4,0,0,30,F,375,0,8615,81,00:00:00
57,25,141,0,0.0,,0,0,0,4,0,0,30,F,382,0,8832,81,00:00:00
58,105,580,0,0.0,,0,0,0,4,0,0,31,F,766,0,18524,81,00:00:00
59,32,276,0,0.0,,0,0,0,5,0,0,24,F,562,0,13798,81,00:00:00
60,3,95,0,0.0,,0,0,0,5,0,0,27,W,402,0,9380,3,00:00:00
61,182,182,0,0.0,,0,0,0,5,0,0,30,W,525,0,12749,54,00:00:00
62,34,243,0,0.0,,0,0,0,6,0,0,18,F,645,0,15951,81,00:00:00
63,6,207,0,0.0,,0,0,0,6,0,0,20,F,634,0,15692,81,00:00:00
64,34,212,0,0.0,,0,0,0,6,0,0,23,F,488,0,11718,81,00:00:00
65,175,424,0,0.0,,0,0,0,6,0,0,23,W,730,0,17670,54,00:00:00
66,26,456,0,0.0,,0,0,0,6,0,0,24,W,731,0,17695,54,00:00:00
67,34,217,0,0.0,,0,0,0,6,0,0,25,F,503,0,12156,81,00:00:00
68,3,137,0,0.0,,0,0,0,6,0,0,26,W,389,0,9037,82,00:00:00
69,25,327,0,0.0,,0,0,0,6,0,0,28,W,619,0,15317,3,00:00:00
70,6,8,0,0.0,,0,0,0,7,0,0,20,R,983,0,23681,84,00:00:00
71,1,187,0,0.0,,0,0,0,7,0,0,21,F,503,0,12152,81,00:00:00
72,172,433,0,0.0,,0,0,0,7,0,0,22,W,726,0,17598,54,00:00:00
73,1,187,0,0.0,,0,0,0,7,0,0,23,F,456,0,10791,81,00:00:00
74,32,433,0,0.0,,0,0,0,7,0,0,23,W,727,0,17623,54,00:00:00
75,34,128,0,0.0,,0,0,0,7,0,0,27,F,294,0,6175,81,00:00:00
76,34,101,0,0.0,,0,0,0,7,0,0,27,F,334,0,7487,81,00:00:00
77,34,128,0,0.0,,0,0,0,7,0,0,28,F,292,0,6112,81,00:00:00
78,34,128,0,0.0,,0,0,0,7,0,0,28,F,295,0,6208,81,00:00:00
79,34,128,0,0.0,,0,0,0,7,0,0,28,F,298,0,6301,81,00:00:00
80,34,84,0,0.0,,0,0,0,7,0,0,28,F,320,0,7007,81,00:00:00
81,34,101,0,0.0,,0,0,0,7,0,0,28,F,328,0,7284,81,00:00:00
82,34,101,0,0.0,,0,0,0,7,0,0,28,F,330,0,7354,81,00:00:00
83,34,128,0,0.0,,0,0,0,7,0,0,29,F,290,0,6053,81,00:00:00
84,34,128,0,0.0,,0,0,0,7,0,0,29,F,291,0,6083,81,00:00:00
85,34,128,0,0.0,,0,0,0,7,0,0,29,F,296,0,6240,81,00:00:00
86,34,101,0,0.0,,0,0,0,7,0,0,29,F,332,0,7423,81,00:00:00
87,34,128,0,0.0,,0,0,0,7,0,0,30,F,293,0,6146,81,00:00:00
88,34,84,0,0.0,,0,0,0,7,0,0,30,F,308,0,6604,81,00:00:00
89,34,101,0,0.0,,0,0,0,7,0,0,30,F,323,0,7111,81,00:00:00
90,34,101,0,0.0,,0,0,0,7,0,0,30,F,325,0,7181,81,00:00:00
91,34,128,0,0.0,,0,0,0,7,0,0,30,W,297,0,6271,54,00:00:00
92,34,84,0,0.0,,0,0,0,7,0,0,31,F,361,0,8097,97,00:00:00
93,34,84,0,0.0,,0,0,0,7,0,0,32,F,362,0,8137,97,00:00:00
94,170,358,0,0.0,,0,0,0,8,0,0,17,F,700,0,17031,81,00:00:00
95,66,456,0,0.0,,0,0,0,8,0,0,17,F,777,0,18753,81,00:00:00
96,66,398,0,0.0,,0,0,0,8,0,0,18,W,691,0,16851,54,00:00:00
97,105,607,0,0.0,,0,0,0,8,0,0,20,W,790,0,19029,54,00:00:00
98,1,182,0,0.0,,0,0,0,8,0,0,22,F,456,0,10790,81,00:00:00
99,1,175,0,0.0,,0,0,0,8,0,0,22,F,518,0,12557,81,00:00:00
100,34,313,0,0.0,,0,0,0,8,0,0,24,F,598,0,14766,81,00:00:00
101,34,183,0,0.0,,0,0,0,8,0,0,25,F,423,0,9921,81,00:00:00
102,1,175,0,0.0,,0,0,0,8,0,0,25,F,517,0,12532,81,00:00:00
103,1,110,0,0.0,,0,0,0,8,0,0,25,W,494,0,11898,54,00:00:00
104,1,117,0,0.0,,0,0,0,8,0,0,25,W,500,0,12074,3,00:00:00
105,95,461,0,0.0,,0,0,0,8,0,0,25,W,731,0,17696,54,00:00:00
106,34,131,0,0.0,,0,0,0,8,0,0,27,D,367,0,8326,2,00:00:00
107,1,226,0,0.0,,0,0,0,8,0,0,27,F,501,0,12104,81,00:00:00
108,34,71,0,0.0,,0,0,0,8,0,0,28,F,294,0,6176,81,00:00:00
109,34,313,0,0.0,,0,0,0,8,0,0,28,F,595,0,14688,81,00:00:00
110,34,71,0,0.0,,0,0,0,8,0,0,29,F,293,0,6145,81,00:00:00
111,34,87,0,0.0,,0,0,0,8,0,0,29,F,309,0,6637,81,00:00:00
112,34,132,0,0.0,,0,0,0,8,0,0,30,F,289,0,6024,81,00:00:00
113,34,132,0,0.0,,0,0,0,8,0,0,30,F,290,0,6054,81,00:00:00
114,34,132,0,0.0,,0,0,0,8,0,0,30,F,291,0,6084,81,00:00:00
115,34,71,0,0.0,,0,0,0,8,0,0,30,F,292,0,6114,81,00:00:00
116,34,71,0,0.0,,0,0,0,8,0,0,30,F,295,0,6210,81,00:00:00
117,34,71,0,0.0,,0,0,0,8,0,0,30,F,296,0,6241,81,00:00:00
118,34,71,0,0.0,,0,0,0,8,0,0,30,F,298,0,6303,81,00:00:00
119,34,87,0,0.0,,0,0,0,8,0,0,31,F,319,0,6978,97,00:00:00
120,54,200,0,0.0,,0,0,0,9,0,0,21,F,531,0,12915,81,00:00:00
121,17,21,0,0.0,,0,0,0,9,0,0,22,F,134,0,2435,82,00:00:00
122,32,339,0,0.0,,0,0,0,9,0,0,22,F,648,0,16017,81,00:00:00
123,37,237,0,0.0,,0,0,0,9,0,0,23,F,551,0,13480,81,00:00:00
124,50,181,0,0.0,,0,0,0,9,0,0,24,F,423,0,9920,81,00:00:00
125,54,136,0,0.0,,0,0,0,9,0,0,25,F,484,0,11598,81,00:00:00
126,54,201,0,0.0,,0,0,0,9,0,0,25,F,497,0,11988,81,00:00:00
127,54,176,0,0.0,,0,0,0,9,0,0,25,F,510,0,12346,81,00:00:00
128,54,233,0,0.0,,0,0,0,9,0,0,25,F,520,0,12612,81,00:00:00
129,37,237,0,0.0,,0,0,0,9,0,0,25,F,548,0,13394,81,00:00:00
130,37,237,0,0.0,,0,0,0,9,0,0,25,F,550,0,13451,81,00:00:00
131,37,237,0,0.0,,0,0,0,9,0,0,25,F,556,0,13641,81,00:00:00
132,54,233,0,0.0,,0,0,0,9,0,0,25,W,519,0,12585,54,00:00:00
133,54,176,0,0.0,,0,0,0,9,0,0,26,W,500,0,12075,3,00:00:00
134,54,233,0,0.0,,0,0,0,9,0,0,26,W,512,0,12402,54,00:00:00
135,29,105,0,0.0,,0,0,0,9,0,0,27,F,313,0,6771,81,00:00:00
136,29,105,0,0.0,,0,0,0,9,0,0,27,F,316,0,6873,81,00:00:00
137,29,105,0,0.0,,0,0,0,9,0,0,27,F,319,0,6974,81,00:00:00
138,21,105,0,0.0,,0,0,0,9,0,0,27,F,324,0,7143,81,00:00:00
139,21,105,0,0.0,,0,0,0,9,0,0,27,F,336,0,7550,81,00:00:00
140,50,112,0,0.0,,0,0,0,9,0,0,27,F,438,0,10306,81,00:00:00
141,50,112,0,0.0,,0,0,0,9,0,0,27,F,441,0,10387,81,00:00:00
142,54,181,0,0.0,,0,0,0,9,0,0,27,F,474,0,11305,81,00:00:00
143,54,181,0,0.0,,0,0,0,9,0,0,27,F,476,0,11365,81,00:00:00
144,54,201,0,0.0,,0,0,0,9,0,0,27,F,489,0,11753,81,00:00:00
145,54,201,0,0.0,,0,0,0,9,0,0,27,F,490,0,11783,81,00:00:00
146,54,247,0,0.0,,0,0,0,9,0,0,27,F,540,0,13190,81,00:00:00
147,37,237,0,0.0,,0,0,0,9,0,0,27,F,547,0,13365,81,00:00:00
148,37,237,0,0.0,,0,0,0,9,0,0,27,F,552,0,13514,81,00:00:00
149,37,233,0,0.0,,0,0,0,9,0,0,27,F,598,0,14769,81,00:00:00
150,54,136,0,0.0,,0,0,0,9,0,0,27,R,486,0,11659,31,00:00:00
151,29,105,0,0.0,,0,0,0,9,0,0,28,F,314,0,6806,81,00:00:00
152,49,160,0,0.0,,0,0,0,9,0,0,28,F,372,0,8521,81,00:00:00
153,49,160,0,0.0,,0,0,0,9,0,0,28,F,379,0,8737,81,00:00:00
154,49,160,0,0.0,,0,0,0,9,0,0,28,F,384,0,8892,81,00:00:00
155,54,181,0,0.0,,0,0,0,9,0,0,28,F,481,0,11512,81,00:00:00
156,54,201,0,0.0,,0,0,0,9,0,0,28,F,487,0,11692,81,00:00:00
157,54,200,0,0.0,,0,0,0,9,0,0,28,F,538,0,13127,81,00:00:00
158,54,247,0,0.0,,0,0,0,9,0,0,28,F,542,0,13250,97,00:00:00
159,37,237,0,0.0,,0,0,0,9,0,0,28,F,549,0,13423,81,00:00:00
160,37,233,0,0.0,,0,0,0,9,0,0,28,F,604,0,14958,81,00:00:00
161,29,105,0,0.0,,0,0,0,9,0,0,29,F,306,0,6535,81,00:00:00
162,21,105,0,0.0,,0,0,0,9,0,0,29,F,323,0,7110,81,00:00:00
163,49,160,0,0.0,,0,0,0,9,0,0,29,F,386,0,8955,81,00:00:00
164,54,181,0,0.0,,0,0,0,9,0,0,29,F,461,0,10937,81,00:00:00
165,29,105,0,0.0,,0,0,0,9,0,0,30,F,307,0,6570,81,00:00:00
166,49,160,0,0.0,,0,0,0,9,0,0,30,F,377,0,8677,81,00:00:00
167,49,160,0,0.0,,0,0,0,9,0,0,30,F,381,0,8801,81,00:00:00
168,49,160,0,0.0,,0,0,0,9,0,0,30,F,385,0,8925,81,00:00:00
169,54,200,0,0.0,,0,0,0,9,0,0,30,F,539,0,13160,81,00:00:00
170,37,237,0,0.0,,0,0,0,9,0,0,30,F,554,0,13582,81,00:00:00
171,49,160,0,0.0,,0,0,0,9,0,0,31,E,378,0,8709,96,00:00:00
172,29,105,0,0.0,,0,0,0,9,0,0,31,F,315,0,6843,97,00:00:00
173,66,578,0,0.0,,0,0,0,10,0,0,16,W,785,0,18911,5,00:00:00
174,198,333,0,0.0,,0,0,0,10,0,0,17,F,645,0,15950,81,00:00:00
175,99,376,0,0.0,,0,0,0,10,0,0,20,F,738,0,17868,81,00:00:00
176,170,376,0,0.0,,0,0,0,10,0,0,20,F,756,0,18308,81,00:00:00
177,6,235,0,0.0,,0,0,0,10,0,0,21,W,676,0,16571,3,00:00:00
178,50,112,0,0.0,,0,0,0,10,0,0,23,F,423,0,9919,81,00:00:00
179,54,197,0,0.0,,0,0,0,10,0,0,23,F,531,0,12917,81,00:00:00
180,50,156,0,0.0,,0,0,0,10,0,0,25,F,441,0,10385,81,00:00:00
181,54,136,0,0.0,,0,0,0,10,0,0,25,F,499,0,12046,81,00:00:00
182,37,275,0,0.0,,0,0,0,10,0,0,25,F,580,0,14286,81,00:00:00
183,49,157,0,0.0,,0,0,0,10,0,0,26,E,391,0,9090,96,00:00:00
184,54,229,0,0.0,,0,0,0,10,0,0,26,F,506,0,12238,81,00:00:00
185,54,197,0,0.0,,0,0,0,10,0,0,26,F,537,0,13095,81,00:00:00
186,54,229,0,0.0,,0,0,0,10,0,0,26,F,540,0,13189,81,00:00:00
187,37,251,0,0.0,,0,0,0,10,0,0,26,F,548,0,13395,81,00:00:00
188,29,88,0,0.0,,0,0,0,10,0,0,27,F,290,0,6051,81,00:00:00
189,29,88,0,0.0,,0,0,0,10,0,0,27,F,295,0,6207,81,00:00:00
190,29,133,0,0.0,,0,0,0,10,0,0,27,F,305,0,6499,81,00:00:00
191,29,133,0,0.0,,0,0,0,10,0,0,27,F,306,0,6533,81,00:00:00
192,49,146,0,0.0,,0,0,0,10,0,0,27,F,385,0,8922,81,00:00:00
193,54,201,0,0.0,,0,0,0,10,0,0,27,F,488,0,11722,81,00:00:00
194,54,136,0,0.0,,0,0,0,10,0,0,27,F,498,0,12020,81,00:00:00
195,198,333,0,0.0,,0,0,0,10,0,0,27,F,654,0,16184,81,00:00:00
196,66,541,0,0.0,,0,0,0,10,0,0,27,F,766,0,18520,81,00:00:00
197,95,431,0,0.0,,0,0,0,10,0,0,27,W,743,0,18001,54,00:00:00
198,29,140,0,0.0,,0,0,0,10,0,0,28,F,312,0,6738,81,00:00:00
199,21,133,0,0.0,,0,0,0,10,0,0,28,F,323,0,7109,81,00:00:00
200,21,158,0,0.0,,0,0,0,10,0,0,28,F,363,0,8172,81,00:00:00
201,21,158,0,0.0,,0,0,0,10,0,0,28,F,367,0,8327,81,00:00:00
202,49,146,0,0.0,,0,0,0,10,0,0,28,F,374,0,8582,81,00:00:00
203,49,146,0,0.0,,0,0,0,10,0,0,28,F,381,0,8799,81,00:00:00
204,54,136,0,0.0,,0,0,0,10,0,0,28,F,500,0,12077,81,00:00:00
205,54,244,0,0.0,,0,0,0,10,0,0,28,F,532,0,12952,81,00:00:00
206,54,244,0,0.0,,0,0,0,10,0,0,28,F,533,0,12982,81,00:00:00
207,29,133,0,0.0,,0,0,0,10,0,0,29,F,307,0,6569,81,00:00:00
208,29,133,0,0.0,,0,0,0,10,0,0,29,F,308,0,6603,81,00:00:00
209,29,140,0,0.0,,0,0,0,10,0,0,29,F,310,0,6671,81,00:00:00
210,29,133,0,0.0,,0,0,0,10,0,0,29,F,315,0,6841,81,00:00:00
211,21,146,0,0.0,,0,0,0,10,0,0,29,F,334,0,7489,81,00:00:00
212,21,133,0,0.0,,0,0,0,10,0,0,29,F,336,0,7552,81,00:00:00
213,49,146,0,0.0,,0,0,0,10,0,0,29,F,377,0,8676,81,00:00:00
214,54,194,0,0.0,,0,0,0,10,0,0,29,F,476,0,11367,81,00:00:00
215,54,194,0,0.0,,0,0,0,10,0,0,29,F,479,0,11455,81,00:00:00
216,54,194,0,0.0,,0,0,0,10,0,0,29,F,482,0,11543,81,00:00:00
217,54,247,0,0.0,,0,0,0,10,0,0,29,F,539,0,13159,81,00:00:00
218,37,230,0,0.0,,0,0,0,10,0,0,29,F,603,0,14929,81,00:00:00
219,29,140,0,0.0,,0,0,0,10,0,0,30,F,311,0,6706,81,00:00:00
220,21,133,0,0.0,,0,0,0,10,0,0,30,F,326,0,7216,81,00:00:00
221,49,146,0,0.0,,0,0,0,10,0,0,30,F,372,0,8523,81,00:00:00
222,49,146,0,0.0,,0,0,0,10,0,0,30,F,376,0,8646,81,00:00:00
223,49,146,0,0.0,,0,0,0,10,0,0,30,F,379,0,8739,81,00:00:00
224,49,146,0,0.0,,0,0,0,10,0,0,30,F,384,0,8894,81,00:00:00
225,49,146,0,0.0,,0,0,0,10,0,0,30,F,387,0,8987,81,00:00:00
226,54,246,0,0.0,,0,0,0,10,0,0,30,F,538,0,13129,81,00:00:00
227,29,133,0,0.0,,0,0,0,10,0,0,31,F,318,0,6945,97,00:00:00
228,29,133,0,0.0,,0,0,0,10,0,0,32,F,313,0,6776,97,00:00:00
229,29,133,0,0.0,,0,0,0,10,0,0,32,F,314,0,6810,97,00:00:00
230,29,133,0,0.0,,0,0,0,10,0,0,33,F,316,0,6879,97,00:00:00
231,29,133,0,0.0,,0,0,0,10,0,0,33,F,317,0,6913,97,00:00:00
232,176,397,0,0.0,,0,0,0,11,0,0,17,W,691,0,16850,5,00:00:00
233,180,262,0,0.0,,0,0,0,11,0,0,20,W,677,0,16591,54,00:00:00
234,128,429,0,0.0,,0,0,0,11,0,0,21,W,790,0,19030,54,00:00:00
235,32,174,0,0.0,,0,0,0,11,0,0,22,F,407,0,9505,81,00:00:00
236,6,375,0,0.0,,0,0,0,11,0,0,22,W,720,0,17441,54,00:00:00
237,32,57,0,0.0,,0,0,0,11,0,0,27,F,293,0,6143,81,00:00:00
238,32,57,0,0.0,,0,0,0,11,0,0,27,F,311,0,6703,81,00:00:00
239,54,403,0,0.0,,0,0,0,11,0,0,27,W,724,0,17541,54,00:00:00
240,32,137,0,0.0,,0,0,0,11,0,0,28,F,366,0,8288,81,00:00:00
241,32,173,0,0.0,,0,0,0,11,0,0,31,W,486,0,11663,54,00:00:00
242,170,506,0,0.0,,0,0,0,12,0,0,17,F,747,0,18105,81,00:00:00
243,66,479,0,0.0,,0,0,0,12,0,0,17,W,785,0,18912,5,00:00:00
244,172,473,0,0.0,,0,0,0,12,0,0,18,W,737,0,17845,54,00:00:00
245,105,547,0,0.0,,0,0,0,12,0,0,18,W,767,0,18542,54,00:00:00
246,170,550,0,0.0,,0,0,0,12,0,0,19,F,756,0,18307,81,00:00:00
247,125,584,0,0.0,,0,0,0,12,0,0,20,F,766,0,18513,81,00:00:00
248,99,482,0,0.0,,0,0,0,12,0,0,21,F,738,0,17869,81,00:00:00
249,191,351,0,0.0,,0,0,0,12,0,0,22,F,675,0,16550,81,00:00:00
250,66,459,0,0.0,,0,0,0,12,0,0,24,W,730,0,17671,54,00:00:00
251,32,151,0,0.0,,0,0,0,12,0,0,26,W,334,0,7486,73,00:00:00
252,32,141,0,0.0,,0,0,0,12,0,0,27,F,308,0,6601,81,00:00:00
253,32,138,0,0.0,,0,0,0,12,0,0,27,F,361,0,8093,81,00:00:00
254,32,138,0,0.0,,0,0,0,12,0,0,27,F,366,0,8287,81,00:00:00
255,32,95,0,0.0,,0,0,0,12,0,0,27,F,491,0,11812,81,00:00:00
256,81,321,0,0.0,,0,0,0,12,0,0,27,F,629,0,15571,81,00:00:00
257,32,143,0,0.0,,0,0,0,12,0,0,28,F,313,0,6772,81,00:00:00
258,32,143,0,0.0,,0,0,0,12,0,0,28,F,316,0,6874,81,00:00:00
259,125,587,0,0.0,,0,0,0,12,0,0,28,F,766,0,18521,81,00:00:00
260,54,394,0,0.0,,0,0,0,12,0,0,28,W,724,0,17542,54,00:00:00
261,170,418,0,0.0,,0,0,0,12,0,0,28,W,743,0,18002,54,00:00:00
262,32,143,0,0.0,,0,0,0,12,0,0,29,F,318,0,6943,81,00:00:00
263,32,138,0,0.0,,0,0,0,12,0,0,29,F,358,0,7979,81,00:00:00
264,32,141,0,0.0,,0,0,0,12,0,0,30,F,305,0,6502,81,00:00:00
265,32,141,0,0.0,,0,0,0,12,0,0,30,F,306,0,6536,81,00:00:00
266,32,65,0,0.0,,0,0,0,12,0,0,30,F,309,0,6638,81,00:00:00
267,32,143,0,0.0,,0,0,0,12,0,0,30,F,314,0,6808,81,00:00:00
268,32,90,0,0.0,,0,0,0,12,0,0,30,F,475,0,11337,81,00:00:00
269,32,95,0,0.0,,0,0,0,12,0,0,32,W,486,0,11664,54,00:00:00
270,63,242,0,0.0,,0,0,0,13,0,0,28,F,568,0,13970,81,00:00:00
271,105,547,0,0.0,,0,0,0,14,0,0,17,W,754,0,18265,69,00:00:00
272,170,418,0,0.0,,0,0,0,14,0,0,19,F,738,0,17867,81,00:00:00
273,37,346,0,0.0,,0,0,0,14,0,0,20,F,644,0,15931,81,00:00:00
274,176,404,0,0.0,,0,0,0,14,0,0,20,W,709,0,17208,54,00:00:00
275,6,375,0,0.0,,0,0,0,14,0,0,20,W,722,0,17484,54,00:00:00
276,125,585,0,0.0,,0,0,0,14,0,0,21,F,766,0,18514,81,00:00:00
277,66,276,0,0.0,,0,0,0,14,0,0,22,F,580,0,14283,81,00:00:00
278,170,552,0,0.0,,0,0,0,14,0,0,23,F,756,0,18311,81,00:00:00
279,57,136,0,0.0,,0,0,0,14,0,0,25,F,505,0,12210,81,00:00:00
280,57,136,0,0.0,,0,0,0,14,0,0,25,F,507,0,12263,81,00:00:00
281,57,195,0,0.0,,0,0,0,14,0,0,26,F,472,0,11244,81,00:00:00
282,57,227,0,0.0,,0,0,0,14,0,0,26,F,503,0,12157,81,00:00:00
283,57,136,0,0.0,,0,0,0,14,0,0,26,F,504,0,12184,81,00:00:00
284,57,136,0,0.0,,0,0,0,14,0,0,26,F,508,0,12290,81,00:00:00
285,105,526,0,0.0,,0,0,0,14,0,0,26,W,772,0,18661,5,00:00:00
286,54,181,0,0.0,,0,0,0,14,0,0,27,D,436,0,10252,2,00:00:00
287,17,22,0,0.0,,0,0,0,14,0,0,27,F,259,0,5221,82,00:00:00
288,36,130,0,0.0,,0,0,0,14,0,0,27,F,291,0,6081,81,00:00:00
289,36,129,0,0.0,,0,0,0,14,0,0,27,F,314,0,6805,81,00:00:00
290,45,129,0,0.0,,0,0,0,14,0,0,27,F,328,0,7283,81,00:00:00
291,45,129,0,0.0,,0,0,0,14,0,0,27,F,329,0,7318,81,00:00:00
292,45,129,0,0.0,,0,0,0,14,0,0,27,F,333,0,7454,81,00:00:00
293,45,129,0,0.0,,0,0,0,14,0,0,27,F,335,0,7520,81,00:00:00
294,57,195,0,0.0,,0,0,0,14,0,0,27,F,475,0,11334,81,00:00:00
295,57,136,0,0.0,,0,0,0,14,0,0,27,F,509,0,12320,81,00:00:00
296,36,130,0,0.0,,0,0,0,14,0,0,28,F,289,0,6022,81,00:00:00
297,36,130,0,0.0,,0,0,0,14,0,0,28,F,293,0,6144,81,00:00:00
298,45,129,0,0.0,,0,0,0,14,0,0,28,F,324,0,7144,81,00:00:00
299,39,169,0,0.0,,0,0,0,14,0,0,28,F,398,0,9274,81,00:00:00
300,57,195,0,0.0,,0,0,0,14,0,0,28,F,477,0,11396,81,00:00:00
301,57,194,0,0.0,,0,0,0,14,0,0,28,F,491,0,11813,81,00:00:00
302,36,130,0,0.0,,0,0,0,14,0,0,29,F,294,0,6177,81,00:00:00
303,36,130,0,0.0,,0,0,0,14,0,0,29,F,295,0,6209,81,00:00:00
304,36,130,0,0.0,,0,0,0,14,0,0,29,F,297,0,6270,81,00:00:00
305,36,130,0,0.0,,0,0,0,14,0,0,29,F,298,0,6302,81,00:00:00
306,57,195,0,0.0,,0,0,0,14,0,0,29,F,471,0,11215,81,00:00:00
307,95,478,0,0.0,,0,0,0,14,0,0,29,W,741,0,17941,54,00:00:00
308,57,195,0,0.0,,0,0,0,14,0,0,30,F,467,0,11109,81,00:00:00
309,57,195,0,0.0,,0,0,0,14,0,0,30,F,468,0,11140,81,00:00:00
310,66,306,0,0.0,,0,0,0,14,0,0,30,F,604,0,14960,81,00:00:00
311,57,218,0,0.0,,0,0,0,14,0,0,30,W,484,0,11603,54,00:00:00
312,36,129,0,0.0,,0,0,0,14,0,0,31,F,306,0,6537,97,00:00:00
313,36,129,0,0.0,,0,0,0,14,0,0,31,F,309,0,6639,97,00:00:00
314,36,129,0,0.0,,0,0,0,14,0,0,31,F,312,0,6741,97,00:00:00
315,36,129,0,0.0,,0,0,0,14,0,0,31,F,313,0,6775,97,00:00:00
